0,000146
0,000146
0,000172454545454545
0,000172454545454545
0,000208818181818182
0,000208818181818182
0,000298363636363636
0,000409
0,000631
0,000631
0,000958909090909091
0,00139354545454545
0,00139354545454545
0,00223390909090909
0,00362990909090909
0,00362990909090909
0,005539
0,00864472727272727
0,00864472727272727
0,0129496363636364
0,0181193636363636
0,0250456363636364
0,0250456363636364
0,0372626363636364
0,0544477272727273
0,0780110909090909
0,0780110909090909
0,103897545454545
0,103897545454545
0,144935090909091
0,193424272727273
0,193424272727273
0,269723090909091
0,376151272727273
0,483985727272727
0,483985727272727
0,662665272727273
0,850124545454545
0,850124545454545
1,11226672727273
1,11226672727273
1,48462363636364
1,85698354545455
2,40174609090909
2,40174609090909
2,87004390909091
3,66871536363636
4,53900290909091
4,53900290909091
5,57555990909091
5,57555990909091
6,62369227272727
7,59882454545455
7,59882454545455
8,65713090909091
10,0596162727273
10,0596162727273
11,8690452727273
14,0956599090909
16,0941633636364
16,0941633636364
17,8464424545455
19,5482045454545
19,5482045454545
20,9018281818182
23,6323738181818
25,3238965454545
25,3238965454545
28,6109600909091
28,6109600909091
31,1862867272727
32,3052749090909
33,0261055454545
33,0261055454545
34,2097248181818
34,2097248181818
34,4471693636364
35,1517881818182
36,6265268181818
36,9156484545455
36,5005122727273
36,5005122727273
35,8613606363636
33,6944557272727
32,0891788181818
32,0891788181818
31,1735679090909
30,2637122727273
28,4092356363636
28,4092356363636
27,1856784545455
25,3665698181818
22,77519
22,77519
21,4634022727273
18,9369316363636
18,9369316363636
17,4113963636364
15,8024827272727
15,8024827272727
14,2028453636364
12,7697834545455
11,1373685454545
9,44262445454545
8,05914809090909
8,05914809090909
7,05056963636364
5,75098554545455
4,57214981818182
4,57214981818182
3,72177381818182
3,72177381818182
3,09512427272727
3,09512427272727
2,45492
1,85392163636364
1,85392163636364
1,42477945454545
1,42477945454545
1,05982536363636
0,816676181818182
0,624107545454545
0,624107545454545
0,490643
0,359769090909091
0,261714909090909
0,178756363636364
0,178756363636364
0,119814818181818
0,0906811818181818
0,0906811818181818
0,0691176363636364
0,0512447272727273
0,038667
0,038667
0,0246404545454545
0,0173044545454545
0,0114277272727273
0,0114277272727273
0,00824281818181818
0,00568509090909091
0,00568509090909091
0,003983
0,003983
0,00244009090909091
0,00152309090909091
0,000917636363636364
0,000917636363636364
0,000698545454545454
0,000566818181818182
