0,000138
0,000139904761904762
0,00013287012987013
0,00013743722943723
0,000251757575757576
0,000251757575757576
0,000359887445887446
0,000662502164502165
0,000662502164502165
0,000946636363636364
0,00153021645021645
0,00153021645021645
0,00254900432900433
0,00352378787878788
0,00352378787878788
0,00519116450216451
0,00951676190476191
0,0147061212121212
0,0147061212121212
0,0221081082251082
0,034288025974026
0,034288025974026
0,0473887575757576
0,0556797402597403
0,0556797402597403
0,0818986233766234
0,129994186147186
0,201664658008658
0,201664658008658
0,241457476190476
0,241457476190476
0,324645670995671
0,324645670995671
0,417911623376623
0,578508982683983
0,578508982683983
0,887375606060606
1,08569324242424
1,08569324242424
1,43547481385281
1,80521391774892
2,25366023376623
3,13278660606061
3,13278660606061
3,89855247619048
5,03100799134199
5,3220038008658
5,3220038008658
6,69742162770563
8,42054411688312
8,42054411688312
11,0662504242424
11,0662504242424
12,2328060649351
12,9273796666667
12,5648588744589
12,5648588744589
14,0416827878788
18,2750012121212
18,2750012121212
24,4295268225108
28,6709537099567
28,6709537099567
27,6394225800866
27,6394225800866
26,8098598095238
24,3059132857143
31,6787054891775
31,6787054891775
34,0452210735931
40,029542004329
40,029542004329
43,3032057099567
43,3284395757576
43,3284395757576
31,0999345021645
34,081891051948
34,081891051948
37,8360432207792
37,8360432207792
33,0630684458875
35,2891478484848
35,2891478484848
37,4380267489177
36,7136484025974
36,7136484025974
30,9798214502165
28,8342253679654
23,5233037445888
23,5233037445888
23,9780677965368
23,9780677965368
21,7069788961039
21,6050958484848
21,5558480779221
21,5558480779221
16,7818867402597
14,0216618095238
14,0216618095238
14,6433977748918
14,6433977748918
14,3562192034632
10,2725926536797
7,7495397922078
7,7495397922078
7,28089084415584
6,64148547619047
5,25124761471861
5,25124761471861
3,8895790995671
3,01059961471861
2,06359565800866
2,06359565800866
1,66166792207792
1,66166792207792
1,36277983116883
1,17831204761905
1,17831204761905
0,907598147186147
0,647957909090909
0,363092913419914
0,363092913419914
0,22951945021645
0,191269177489178
0,191269177489178
0,16138041991342
0,132127857142857
0,132127857142857
0,100087909090909
0,0547389393939395
0,0547389393939395
0,0412072207792208
0,025032974025974
0,0210665714285714
0,0210665714285714
0,0154122727272727
0,0115403376623377
0,00620218181818182
0,00372018614718615
0,00372018614718615
0,001942
0,001942
0,00154403896103896
0,00089574025974026
0,00089574025974026
0,000796541125541125
0,000420948051948052
0,000420948051948052
0,000258536796536797
0,000258536796536797
