0,000138
0,000226
0,000429
0,000429
0,000538
0,001123
0,001355
0,00258
0,003745
0,003745
0,004919
0,004919
0,009382
0,015494
0,015494
0,021138
0,034389
0,047783
0,047783
0,057405
0,077312
0,135742
0,135742
0,191616
0,191616
0,262942
0,28967
0,28967
0,460795
0,548875
0,548875
0,860425
1,205099
1,205099
1,233962
1,233962
2,02288
2,139364
2,139364
3,019306
4,287542
4,287542
4,358901
4,358901
6,282058
5,612071
5,612071
9,334261
10,433588
10,433588
12,607226
12,763418
12,763418
12,749335
13,780734
13,780734
18,446645
24,191261
28,851662
28,851662
28,265596
28,265596
24,887141
28,053644
25,323448
25,323448
42,643228
31,370168
31,370168
48,907034
42,109327
42,109327
30,755515
32,120398
41,871474
30,877486
30,877486
32,637948
44,275769
44,275769
28,503786
28,503786
38,07673
24,3395
25,07108
24,451281
24,451281
20,683795
22,111986
22,111986
21,472231
17,418357
17,418357
12,627753
15,770591
14,074121
14,074121
10,285553
10,285553
7,558612
7,558612
7,37303
6,85527
6,85527
4,920114
4,920114
4,155422
2,830046
2,830046
2,200117
1,53339
1,475166
1,475166
1,106928
1,106928
0,931417
0,665467
0,665467
0,330783
0,244288
0,19955
0,19955
0,140927
0,155405
0,081862
0,081862
0,06528
0,035553
0,035553
0,028332
0,028332
0,018873
0,01711
0,01711
0,010313
0,007089
0,007089
0,002948
0,002572
0,002572
0,001113
0,001166
0,001166
0,000636
0,000519
0,000519
0,000197
0,000197
0,00015
0,000138
